"turquoise.gene_id","turquoise.cpg_count","turquoise.protein_id","turquoise.chr","turquoise.method","turquoise.feature","turquoise.start","turquoise.end","turquoise.score","turquoise.strand","turquoise.phase","turquoise.CDS_ID","turquoise.Parent","turquoise.Description","turquoise.GO.SLIM","turquoise.Enzyme.Codes","turquoise.Enzyme.Names","turquoise.InterproScan.GO.ID"
"LOC111119850",3,"XP_022316084.1","NC_035781.1","Gnomon","CDS","19892636","19892705",".","-","1","cds8274","rna9042","LOW QUALITY PROTEIN: lysosomal alpha-mannosidase-like","GO:0005975;GO:0016798;GO:0044281","EC:3.2.1.24","Alpha-mannosidase","GO:0004559;GO:0006013;GO:0030246"
"LOC111120480",25,"XP_022316919.1","NC_035781.1","Gnomon","CDS","19920286","19920385",".","+","1","cds8278","rna9046","prolyl 4-hydroxylase subunit alpha-1-like isoform X1","GO:0005783;GO:0006464;GO:0006520;GO:0016491;GO:0043167","EC:1.13.11; EC:1.14.11; EC:1.14.11.2","Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O(2); Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); Procollagen-proline 4-dioxygenase","GO:0004656;GO:0005506;GO:0005515;GO:0005783;GO:0006525;GO:0006560;GO:0016702;GO:0018401;GO:0031418;GO:0055114"
"LOC111120163",NA,"XP_022316597.1","NC_035781.1","Gnomon","CDS","20066186","20066275",".","-","0","cds8301","rna9070","LOW QUALITY PROTEIN: GLIPR1-like protein 1","","","",""
"LOC111122219",44,"XP_022319562.1","NC_035781.1","Gnomon","CDS","20110071","20110602",".","-","0","cds8309","rna9078","activating transcription factor 7-interacting protein 1-like","F:GO:0003674","","","GO:0005515"
"LOC111118161",NA,"XP_022313193.1","NC_035781.1","Gnomon","CDS","20136659","20136950",".","-","0","cds8313","rna9082","LOW QUALITY PROTEIN: sodium/hydrogen exchanger 9B2-like","C:GO:0005575; F:GO:0022857; P:GO:0042592","","","GO:0006812;GO:0006885;GO:0015299;GO:0016021;GO:0055085"
"LOC111118627",NA,"XP_022313894.1","NC_035781.1","Gnomon","CDS","20137707","20137839",".","+","0","cds8314","rna9083","LOW QUALITY PROTEIN: sodium/hydrogen exchanger 9B2-like","C:GO:0005575; F:GO:0022857; P:GO:0042592","","","GO:0006812;GO:0006885;GO:0015299;GO:0016021;GO:0055085"
"LOC111137607",NA,"XP_022344847.1","NC_035780.1","Gnomon","CDS","9014657","9014850",".","+","0","cds844","rna909","uncharacterized protein LOC111137607 isoform X1","","","",""
"LOC111119411",11,"XP_022315259.1","NC_035781.1","Gnomon","CDS","20454639","20454704",".","-","0","cds8344","rna9114","uncharacterized protein LOC111119411","","","",""
"LOC111120164",85,"XP_022316598.1","NC_035781.1","Gnomon","CDS","20476632","20476676",".","+","0","cds8350","rna9122","multidrug resistance-associated protein 1-like","GO:0005886;GO:0016887;GO:0022857;GO:0043167","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase","GO:0005524;GO:0005887;GO:0008514;GO:0015711;GO:0042626;GO:0055085"
"LOC111118917",32,"XP_022314338.1","NC_035781.1","Gnomon","CDS","20544689","20545451",".","+","0","cds8358","rna9130","LOW QUALITY PROTEIN: titin homolog","","","",""
"LOC111118477",52,"XP_022313686.1","NC_035781.1","Gnomon","CDS","20832709","20832776",".","-","0","cds8373","rna9146","uncharacterized Golgi apparatus membrane protein-like protein CG5021","C:GO:0005575","","","GO:0016021"
"LOC111118260",35,"XP_022313338.1","NC_035781.1","Gnomon","CDS","20850551","20851005",".","-","0","cds8375","rna9148","LOW QUALITY PROTEIN: pentatricopeptide repeat-containing protein 1%2C mitochondrial-like","F:GO:0003674","","","GO:0005515"
"LOC111120618",36,"XP_022317177.1","NC_035781.1","Gnomon","CDS","21019357","21019602",".","-","2","cds8389","rna9162","F-box only protein 4-like isoform X1","F:GO:0003674; P:GO:0009056","","","GO:0005515;GO:0031146"
"LOC111104259",NA,"XP_022293816.1","NC_035780.1","Gnomon","CDS","876401","876452",".","-","0","cds100","rna102","trithorax group protein osa-like","","","",""
"LOC111110435",27,"XP_022302645.1","NC_035780.1","Gnomon","CDS","9092966","9093062",".","+","0","cds850","rna915","nuclear envelope integral membrane protein 1-like","","","",""
"LOC111135918",NA,"XP_022342145.1","NC_035780.1","Gnomon","CDS","9256164","9256940",".","+","0","cds856","rna921","buccalin-like","","","",""
"LOC111121576",NA,"XP_022318612.1","NC_035781.1","Gnomon","CDS","23378391","23380136",".","+","0","cds8552","rna9335","uncharacterized protein LOC111121576","F:GO:0043167","","","GO:0008270"
"LOC111120935",NA,"XP_022317701.1","NC_035781.1","Gnomon","CDS","23401938","23402729",".","+","0","cds8554","rna9337","transmembrane protein 69-like","","","",""
"LOC111118609",NA,"XP_022313868.1","NC_035781.1","Gnomon","CDS","23421940","23422094",".","-","0","cds8560","rna9343","phosphatidylinositol-glycan biosynthesis class W protein-like isoform X1","C:GO:0005575; P:GO:0006464; P:GO:0006629; P:GO:0009058; F:GO:0016746","","","GO:0006506;GO:0016021;GO:0016746"
"LOC111132171",NA,"XP_022335643.1","NC_035780.1","Gnomon","CDS","9303999","9304113",".","+","0","cds860","rna925","endoplasmic reticulum-Golgi intermediate compartment protein 2-like","","","",""
"LOC111120837",NA,"XP_022317538.1","NC_035781.1","Gnomon","CDS","23539803","23540256",".","-","0","cds8585","rna9369","uncharacterized protein LOC111120837","F:GO:0043167","","","GO:0008270"
"LOC111119021",NA,"XP_022314519.1","NC_035781.1","Gnomon","CDS","23624065","23624198",".","-","0","cds8599","rna9383","uncharacterized protein LOC111119021 isoform X1","","","",""
"LOC111119040",NA,"XP_022314556.1","NC_035781.1","Gnomon","CDS","23628655","23628894",".","+","0","cds8605","rna9389","40S ribosomal protein S2","F:GO:0003723; F:GO:0003735; C:GO:0005840; P:GO:0006412; P:GO:0042254","","","GO:0003723;GO:0003735;GO:0006412;GO:0015935;GO:0042254"
"LOC111119041",NA,"XP_022314558.1","NC_035781.1","Gnomon","CDS","23820657","23821448",".","+","0","cds8626","rna9412","transmembrane protein 69-like","","","",""
"LOC111119027",NA,"XP_022314531.1","NC_035781.1","Gnomon","CDS","23852477","23852629",".","+","2","cds8637","rna9423","probable histone deacetylase 1-B isoform X1","GO:0005654;GO:0006464;GO:0016810;GO:0032991;GO:0051276","EC:3.5.1.98","Histone deacetylase","GO:0000118;GO:0004407;GO:0016575"
"LOC111120976",NA,"XP_022317760.1","NC_035781.1","Gnomon","CDS","24036253","24036492",".","+","0","cds8662","rna9456","40S ribosomal protein S2","F:GO:0003723; F:GO:0003735; C:GO:0005840; P:GO:0006412; P:GO:0042254","","","GO:0003723;GO:0003735;GO:0006412;GO:0015935;GO:0042254"
"LOC111121997",8,"XP_022319223.1","NC_035781.1","Gnomon","CDS","24052607","24052751",".","-","0","cds8665","rna9459","eukaryotic translation initiation factor 3 subunit B-like","C:GO:0005840; F:GO:0008135","","","GO:0003743;GO:0005840;GO:0005852;GO:0006446;GO:0031369"
"LOC111120916",NA,"XP_022317667.1","NC_035781.1","Gnomon","CDS","24316370","24316391",".","-","0","cds8690","rna9485","uncharacterized protein LOC111120916 isoform X1","","","",""
"LOC111109473",NA,"XP_022301315.1","NC_035780.1","Gnomon","CDS","9365170","9365349",".","+","0","cds868","rna933","uncharacterized protein LOC111109473 isoform X1","","","",""
"LOC111118388",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111118597",7,"XP_022313849.1","NC_035781.1","Gnomon","CDS","24447039","24447237",".","+","1","cds8704","rna9502","LOW QUALITY PROTEIN: metalloendopeptidase OMA1%2C mitochondrial-like","GO:0008233","EC:3.4.24","Acting on peptide bonds (peptidases)","GO:0004222;GO:0006508"
"LOC111121647",32,"XP_022318712.1","NC_035781.1","Gnomon","CDS","24462386","24462487",".","-","0","cds8705","rna9503","LOW QUALITY PROTEIN: DNA ligase 4-like","GO:0003677;GO:0006259;GO:0006950;GO:0009058;GO:0016874;GO:0043167","EC:6.5.1.1","DNA ligase (ATP)","GO:0003677;GO:0003910;GO:0005524;GO:0006260;GO:0006310;GO:0051103;GO:0071897"
"LOC111120473",12,"XP_022316901.1","NC_035781.1","Gnomon","CDS","24672569","24672644",".","-","2","cds8725","rna9524","probable E3 ubiquitin-protein ligase MGRN1 isoform X1","","","",""
"LOC111118172",NA,"XP_022313208.1","NC_035781.1","Gnomon","CDS","24776930","24777014",".","-","0","cds8734","rna9533","receptor-type tyrosine-protein phosphatase delta-like isoform X1","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570"
"LOC111118175",NA,"XP_022313215.1","NC_035781.1","Gnomon","CDS","24810054","24810102",".","-","0","cds8741","rna9540","tyrosine-protein phosphatase non-receptor type 7-like","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570"
"LOC111118174",NA,"XP_022313212.1","NC_035781.1","Gnomon","CDS","24881999","24882044",".","-","0","cds8745","rna9544","receptor-type tyrosine-protein phosphatase kappa-like isoform X1","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570"
"LOC111134965",NA,"XP_022340295.1","NC_035780.1","Gnomon","CDS","887273","887363",".","+","0","cds102","rna104","uncharacterized protein LOC111134965","","","",""
"LOC111122070",NA,"XP_022319330.1","NC_035781.1","Gnomon","CDS","25122540","25122816",".","+","0","cds8767","rna9570","UPF0489 protein C5orf22 homolog","","","",""
"LOC111122075",NA,"XP_022319336.1","NC_035781.1","Gnomon","CDS","25164549","25164621",".","+","0","cds8774","rna9577","mitotic spindle assembly checkpoint protein MAD2A-like isoform X1","P:GO:0007059; P:GO:0051276; P:GO:0140014","","","GO:0007094"
"LOC111121523",1,"XP_022318539.1","NC_035781.1","Gnomon","CDS","25261872","25262339",".","+","0","cds8779","rna9582","phosphoinositide 3-kinase adapter protein 1-like isoform X1","","","",""
"LOC111120880",NA,"XP_022317606.1","NC_035781.1","Gnomon","CDS","25306031","25306198",".","+","0","cds8787","rna9590","UBA-like domain-containing protein 1","F:GO:0003674","","","GO:0005515"
"LOC111122040",4,"XP_022319275.1","NC_035781.1","Gnomon","CDS","25344699","25345402",".","+","0","cds8789","rna9592","RNA demethylase ALKBH5-like","P:GO:0006397; F:GO:0016491","","","GO:0006397;GO:0035515;GO:0035553"
"LOC111120623",NA,"XP_022317182.1","NC_035781.1","Gnomon","CDS","25368611","25368662",".","-","0","cds8790","rna9593","uncharacterized protein LOC111120623","GO:0005575;GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570;GO:0016021"
"LOC111121147",NA,"XP_022318000.1","NC_035781.1","Gnomon","CDS","25510282","25510336",".","-","0","cds8811","rna9614","receptor-type tyrosine-protein phosphatase C-like","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570"
"LOC111121408",36,"XP_022318395.1","NC_035781.1","Gnomon","CDS","25656026","25656172",".","+","0","cds8826","rna9630","xylosyltransferase 2-like","GO:0005575;GO:0006790;GO:0009058;GO:0016757;GO:0044281","EC:2.4.2.26","Protein xylosyltransferase","GO:0008375;GO:0016020;GO:0030158;GO:0030206"
"LOC111122124",24,"XP_022319414.1","NC_035781.1","Gnomon","CDS","25680319","25680444",".","+","0","cds8827","rna9632","uncharacterized protein LOC111122124","","","",""
"LOC111118253",NA,"XP_022313321.1","NC_035781.1","Gnomon","CDS","25687055","25687198",".","-","2","cds8828","rna9633","UPF0193 protein EVG1-like","","","",""
"LOC111120199",NA,"XP_022316637.1","NC_035781.1","Gnomon","CDS","26032923","26032931",".","-","0","cds8861","rna9666","annexin A7-like","F:GO:0008289; F:GO:0043167","","","GO:0005509;GO:0005544"
"LOC111121057",2,"XP_022317868.1","NC_035781.1","Gnomon","CDS","26039094","26039214",".","+","1","cds8862","rna9667","paired amphipathic helix protein Sin3a-like","C:GO:0000228; F:GO:0003674; C:GO:0005654; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003714;GO:0005667;GO:0016580;GO:0045892"
"LOC111121056",NA,"XP_022317867.1","NC_035781.1","Gnomon","CDS","26043231","26043350",".","-","0","cds8863","rna9668","annexin B9-like","F:GO:0008289; F:GO:0043167","","","GO:0005509;GO:0005544"
"LOC111120200",45,"XP_022316638.1","NC_035781.1","Gnomon","CDS","26064356","26066730",".","+","0","cds8867","rna9672","uncharacterized protein LOC111120200","GO:0005737;GO:0005975;GO:0009058;GO:0016853;GO:0034641;GO:0044281","EC:5.4.2.8","Phosphomannomutase","GO:0004615;GO:0005737;GO:0006000;GO:0006013;GO:0009298"
"LOC111122022",16,"XP_022319255.1","NC_035781.1","Gnomon","CDS","26204892","26205023",".","-","0","cds8882","rna9687","brain protein I3-like","","","",""
"LOC111121233",NA,"XP_022318112.1","NC_035781.1","Gnomon","CDS","26378439","26378541",".","+","0","cds8886","rna9692","uncharacterized protein LOC111121233","","","",""
"LOC111122305",12,"XP_022319684.1","NC_035781.1","Gnomon","CDS","26488300","26488377",".","-","0","cds8894","rna9701","LOW QUALITY PROTEIN: ferric-chelate reductase 1-like","","","",""
"LOC111117979",NA,"XP_022312942.1","NC_035781.1","Gnomon","CDS","26515628","26515666",".","+","0","cds8895","rna9702","LOW QUALITY PROTEIN: cytochrome P450 10-like","F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111120839",30,"XP_022317540.1","NC_035781.1","Gnomon","CDS","26688074","26688132",".","+","0","cds8906","rna9715","LOW QUALITY PROTEIN: 5-phosphohydroxy-L-lysine phospho-lyase-like","F:GO:0043167","","","GO:0008483;GO:0030170"
"LOC111118439",41,"XP_022313628.1","NC_035781.1","Gnomon","CDS","26736017","26736085",".","+","0","cds8908","rna9717","uncharacterized protein LOC111118439 isoform X1","","","",""
"LOC111130762",16,"XP_022333703.1","NC_035780.1","Gnomon","CDS","9620788","9620876",".","-","0","cds897","rna963","PTB domain-containing engulfment adapter protein 1-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111118442",9,"XP_022313639.1","NC_035781.1","Gnomon","CDS","26802716","26802822",".","+","0","cds8920","rna9729","U3 small nucleolar RNA-associated protein 6 homolog","F:GO:0003674; P:GO:0034641","","","GO:0005515;GO:0006396"
"LOC111120524",5,"XP_022317011.1","NC_035781.1","Gnomon","CDS","27054171","27055356",".","-","0","cds8934","rna9750","uncharacterized protein LOC111120524 isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111120918",NA,"XP_022317670.1","NC_035781.1","Gnomon","CDS","27152960","27153054",".","-","0","cds8949","rna9765","evolutionarily conserved signaling intermediate in Toll pathway%2C mitochondrial-like","","","",""
"LOC111121526",NA,"XP_022318545.1","NC_035781.1","Gnomon","CDS","27160180","27160303",".","-","0","cds8951","rna9767","serine/threonine-protein kinase 19-like","","","",""
"LOC111118658",2,"XP_022313934.1","NC_035781.1","Gnomon","CDS","27165242","27166615",".","-","0","cds8953","rna9769","ZZ-type zinc finger-containing protein 3-like","F:GO:0003677; F:GO:0043167","","","GO:0003677;GO:0008270"
"LOC111121826",NA,"XP_022318967.1","NC_035781.1","Gnomon","CDS","27377609","27377666",".","-","0","cds8969","rna9785","uncharacterized protein LOC111121826 isoform X1","","","",""
"LOC111118900",NA,"XP_022314306.1","NC_035781.1","Gnomon","CDS","27403808","27405190",".","-","0","cds8972","rna9789","uncharacterized protein LOC111118900","F:GO:0003674; P:GO:0007165","","","GO:0005515;GO:0007165"
"LOC111120813",NA,"XP_022317500.1","NC_035781.1","Gnomon","CDS","27497131","27497184",".","-","0","cds8979","rna9796","tetratricopeptide repeat protein 30A-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111102092",19,"XP_022290454.1","NC_035780.1","Gnomon","CDS","9740275","9740338",".","+","0","cds904","rna971","peptidyl-prolyl cis-trans isomerase G-like isoform X1","GO:0006464;GO:0016853","EC:5.2.1.8","Peptidylprolyl isomerase","GO:0000413;GO:0003755"
"LOC111120211",NA,"XP_022316649.1","NC_035781.1","Gnomon","CDS","27737927","27738023",".","-","1","cds9008","rna9829","cytochrome P450 3A12-like","F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111118863",NA,"XP_022314255.1","NC_035781.1","Gnomon","CDS","27743945","27744085",".","+","0","cds9009","rna9830","uncharacterized protein LOC111118863","","","",""
"LOC111120756",NA,"XP_022317407.1","NC_035781.1","Gnomon","CDS","27758388","27758393",".","+","0","cds9010","rna9832","uncharacterized protein LOC111120756","","","",""
"LOC111119834",NA,"XP_022316059.1","NC_035781.1","Gnomon","CDS","27869727","27869845",".","-","2","cds9016","rna9839","uncharacterized protein LOC111119834","GO:0008233","EC:3.4.21","Acting on peptide bonds (peptidases)","GO:0004252;GO:0006508"
"LOC111119832",3,"XP_022316057.1","NC_035781.1","Gnomon","CDS","27887830","27888471",".","+","0","cds9019","rna9842","amyloid protein-binding protein 2-like","F:GO:0003674; P:GO:0008219","","","GO:0005515;GO:0042981"
"LOC111119673",NA,"XP_022315791.1","NC_035781.1","Gnomon","CDS","28258890","28259990",".","+","0","cds9063","rna9887","rhodopsin%2C GQ-coupled-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111118577",NA,"XP_022313823.1","NC_035781.1","Gnomon","CDS","28299265","28300341",".","+","0","cds9066","rna9890","beta-1%2C3-galactosyltransferase 5-like","C:GO:0005575; P:GO:0006464; P:GO:0009058; F:GO:0016757","","","GO:0006486;GO:0008378;GO:0016020"
"LOC111120922",6,"XP_022317679.1","NC_035781.1","Gnomon","CDS","28526637","28526690",".","-","0","cds9082","rna9906","tetratricopeptide repeat protein 30A-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111118184",2,"XP_022313226.1","NC_035781.1","Gnomon","CDS","28530735","28530788",".","+","2","cds9083","rna9909","zinc finger CCHC domain-containing protein 7-like","F:GO:0043167","","","GO:0003676;GO:0008270"
"LOC111120030",NA,"XP_022316374.1","NC_035781.1","Gnomon","CDS","28619912","28620004",".","-","0","cds9091","rna9918","alpha-(1%2C3)-fucosyltransferase 10-like","C:GO:0005575; P:GO:0006464; P:GO:0009058; F:GO:0016757","","","GO:0006486;GO:0008417;GO:0016020"
"LOC111122016",18,"XP_022319241.1","NC_035781.1","Gnomon","CDS","29041006","29041205",".","+","0","cds9138","rna9965","cAMP-specific 3'%2C5'-cyclic phosphodiesterase 4C-like isoform X1","GO:0003674;GO:0007165;GO:0034641;GO:0044281","EC:3.1.4.17","3',5'-cyclic-nucleotide phosphodiesterase","GO:0004114;GO:0006144;GO:0007165"
"LOC111121013",NA,"XP_022317804.1","NC_035781.1","Gnomon","CDS","29079775","29079835",".","-","0","cds9141","rna9969","LOW QUALITY PROTEIN: digestive cysteine proteinase 2-like","F:GO:0008233","","","GO:0006508;GO:0008234"
"LOC111122380",NA,"XP_022319851.1","NC_035781.1","Gnomon","CDS","29112301","29112393",".","-","0","cds9147","rna9975","D-amino-acid oxidase-like","GO:0006520;GO:0016491;GO:0043167","EC:1.4.3.3","D-amino-acid oxidase","GO:0003884;GO:0006118;GO:0006525;GO:0006544;GO:0006560;GO:0006563;GO:0006566;GO:0006591;GO:0046416;GO:0055114;GO:0071949"
"LOC111121988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111121984",59,"XP_022319198.1","NC_035781.1","Gnomon","CDS","29265441","29265548",".","+","0","cds9153","rna9986","regulator of chromosome condensation-like isoform X1","","","",""
